N,P,K,PointID,OC,pH,Clay,Silt,Sand
21.8,82.4,261.1,50044630,473.0,4.7,,,
1.9,23.6,60.5,50104670,43.1,4.6,,,
5.7,52.6,26.7,50464692,93.6,4.91,,,
3.0,40.5,49.4,49764590,35.0,4.17,,,
19.2,116.1,176.6,50324538,405.5,4.47,,,
5.0,22.3,42.9,50864658,87.6,4.27,,,
13.4,81.4,87.9,50224612,195.8,4.45,,,
10.0,48.9,103.2,50444630,210.9,4.61,,,
20.7,73.5,98.1,50524662,519.1,4.43,,,
5.0,39.2,44.9,50564638,89.5,4.14,,,
6.4,25.5,94.7,51784294,159.8,4.02,,,
14.9,55.4,70.8,50244544,341.1,4.04,,,
11.0,63.8,347.9,51724242,313.3,4.02,,,
20.8,41.2,215.6,51844252,447.3,5.36,,,
13.1,55.4,223.9,52124380,222.7,4.63,,,
8.2,48.7,320.0,52044374,162.5,4.58,,,
11.7,79.4,352.1,52324366,491.7,4.04,,,
7.1,47.4,156.0,49684522,162.5,4.37,,,
12.5,35.2,257.1,52124334,192.9,4.73,,,
0.5,11.8,33.4,49724528,6.2,5.78,,,
9.6,26.4,141.1,51904292,217.0,4.18,,,
7.8,55.1,371.4,52044292,141.9,5.03,,,
12.7,44.1,198.0,52044278,211.9,4.21,,,
7.0,58.2,143.8,51404250,125.4,4.37,,,
16.0,28.1,164.6,51584250,246.5,4.32,,,
9.4,86.7,156.4,51664234,192.7,4.62,,,
18.4,173.0,812.2,51544350,370.9,5.05,,,
11.0,79.4,84.3,49664566,225.9,4.08,,,
1.9,21.4,8.9,50244526,48.3,4.38,,,
11.0,53.3,355.1,50224522,483.0,3.69,,,
1.2,13.3,28.9,50284508,28.0,4.4,,,
14.8,92.6,292.8,49884544,374.7,4.33,,,
17.4,119.6,133.2,50324560,515.6,3.84,,,
5.5,46.7,292.8,49844512,138.0,4.65,,,
12.7,42.5,123.2,49684564,181.4,5.54,,,
24.6,84.6,102.1,49844598,460.7,4.63,,,
9.8,43.0,58.2,49064488,142.3,3.97,,,
5.6,93.4,166.1,49064496,92.4,4.43,,,
5.3,70.9,96.8,49244502,110.0,4.13,,,
11.1,86.2,318.3,49464498,487.7,4.05,,,
21.2,133.0,308.9,49484508,471.8,4.11,,,
18.8,121.2,442.1,49664530,455.8,4.44,,,
3.7,40.4,31.3,50604518,90.9,4.5,,,
15.8,79.0,201.4,51104620,469.5,4.36,,,
9.3,53.9,191.3,52284438,277.7,4.02,,,
8.9,33.2,135.2,51224358,183.1,4.02,,,
21.3,98.5,420.7,52164480,513.9,4.46,,,
4.4,70.9,316.6,52224392,109.1,4.66,,,
5.2,54.7,128.0,52144402,94.9,4.36,,,
3.8,40.6,103.0,52264408,60.7,4.64,,,
16.7,100.5,494.0,52224410,338.5,4.15,,,
9.2,130.5,734.6,51544512,223.6,5.09,,,
2.4,45.7,88.3,52224440,55.8,4.64,,,
1.3,24.2,86.2,51104512,34.9,4.45,,,
1.0,9.0,54.9,52484448,19.6,4.71,,,
12.4,35.7,195.1,52684456,270.8,3.85,,,
1.9,25.8,86.3,50864388,46.6,4.39,,,
12.6,58.4,225.0,51004368,216.4,4.26,,,
2.5,19.2,32.8,51144410,52.8,4.52,,,
6.5,72.1,159.5,49784460,134.2,4.81,,,
9.1,47.9,202.5,49524418,208.4,4.38,,,
14.0,133.8,331.7,51424546,365.3,4.65,,,
12.3,89.8,227.2,49984456,509.5,3.87,,,
8.8,44.3,411.7,49824430,257.2,3.97,,,
23.0,62.6,126.4,49204444,437.4,5.3,,,
20.2,55.7,195.4,49744332,531.6,4.21,,,
3.4,31.1,107.8,51644526,88.9,4.52,,,
5.5,83.8,286.8,49564328,127.1,4.18,,,
13.2,68.8,174.1,51164450,405.7,3.95,,,
24.3,79.1,691.5,52304502,432.6,4.17,,,
19.0,99.3,445.4,52064522,411.4,4.21,,,
4.5,46.1,118.3,51644458,81.0,4.43,,,
11.3,50.7,233.8,51864490,207.7,4.59,,,
22.8,81.0,492.0,51444480,533.1,4.62,,,
4.6,58.3,194.4,49764330,132.0,4.37,,,
8.8,16.5,111.8,49424308,144.4,5.18,,,
8.9,30.6,157.7,51264412,123.6,4.76,,,
8.8,98.3,58.5,52624328,153.6,5.92,,,
2.7,32.4,58.5,52844340,30.8,4.75,,,
20.6,50.2,112.2,52484272,421.8,4.23,,,
13.1,96.0,191.9,52624278,203.4,4.0,,,
9.8,40.5,229.8,52184256,126.0,4.37,,,
2.5,20.7,55.5,52724350,35.8,4.05,,,
7.9,29.0,106.3,50084338,147.5,4.87,,,
23.1,58.4,114.6,53264382,492.9,4.1,,,
8.1,66.9,112.3,49484314,147.2,4.08,,,
0.4,7.0,13.1,50944648,3.5,4.39,,,
8.2,49.3,143.6,50784626,170.8,4.31,,,
2.6,34.5,95.1,50764612,58.4,4.31,,,
15.2,54.8,60.2,50924566,249.9,5.38,,,
7.1,23.8,61.3,52224296,118.4,4.0,,,
0.9,12.6,8.5,52064576,13.3,4.82,,,
1.3,36.6,33.1,51224484,35.7,4.13,,,
6.7,66.5,166.8,52284564,134.9,4.44,,,
19.8,61.7,91.1,52464474,397.6,3.92,,,
15.8,99.5,327.2,52484488,430.0,4.23,,,
2.6,15.2,51.0,52544508,55.3,4.17,,,
15.3,54.5,156.7,52964324,449.7,4.32,,,
2.0,23.4,32.9,52524588,33.5,4.4,,,
18.9,69.7,336.0,49344436,496.8,4.36,,,
1.8,23.3,155.2,52064590,18.7,5.89,,,
5.6,68.1,91.8,51824584,136.7,4.37,,,
2.7,25.0,17.6,52284582,42.0,4.2,,,
2.3,57.9,121.4,52144546,51.5,4.26,,,
4.7,56.0,96.4,52124532,83.7,4.84,,,
4.5,23.5,73.5,52404386,62.9,5.3,,,
7.5,27.4,196.5,52224544,108.2,4.57,,,
1.1,7.4,76.8,51144536,16.2,4.97,,,
9.9,101.7,181.1,52664676,237.9,3.97,,,
20.9,69.7,220.6,52904490,529.2,4.47,,,
16.4,89.6,148.5,52604648,485.5,4.27,,,
18.1,94.4,233.8,52244648,521.6,4.12,,,
6.9,34.4,144.9,52224688,145.8,4.48,,,
9.0,15.9,149.6,53644486,119.4,4.5,,,
3.1,33.8,60.7,52824672,100.8,4.13,,,
3.3,21.9,61.1,52764680,84.0,4.11,,,
16.8,55.8,534.5,49084420,453.4,4.06,,,
6.9,48.0,168.4,49904342,145.9,4.33,,,
6.9,73.3,105.9,51684368,123.6,4.49,,,
22.9,63.4,154.1,51644404,534.9,3.95,,,
9.3,57.6,112.1,51724638,169.8,4.78,,,
0.9,6.5,43.0,53424498,15.2,4.48,,,
1.1,13.2,25.7,50964968,24.9,4.45,,,
3.7,25.4,193.9,52204276,44.4,5.28,,,
2.5,41.8,121.6,51464314,33.6,5.47,,,
1.7,26.4,111.8,50604374,32.5,4.7,,,
2.0,11.5,40.7,52404350,45.2,4.05,,,
0.6,6.8,23.7,50324884,8.0,4.28,,,
1.6,24.9,376.3,51884268,16.8,5.98,,,
1.9,18.4,49.6,49924566,44.3,4.2,,,
1.2,48.4,117.4,50664204,12.8,5.56,,,
1.2,9.8,30.3,50004444,27.1,4.15,,,
1.5,9.9,71.8,49484440,34.1,4.34,,,
2.4,8.2,37.4,50924418,45.4,4.39,,,
3.6,29.6,77.7,51944554,42.5,5.63,,,
2.8,103.7,340.6,50084216,30.5,6.38,,,
4.0,25.9,419.7,49784208,44.0,5.55,,,
3.2,10.7,34.2,52684492,55.7,4.57,,,
3.4,18.8,262.2,51084210,40.9,5.64,,,
1.1,4.7,26.4,50204400,25.4,4.2,,,
2.0,9.2,76.5,50344366,24.5,4.92,,,
1.9,22.6,55.7,50264450,47.1,4.19,,,
3.4,50.7,437.1,50504356,37.7,5.66,,,
7.7,81.2,543.5,49684342,202.9,4.6,,,
4.4,21.0,174.3,51324680,86.3,4.02,,,
0.3,12.8,20.8,51484702,10.8,4.6,,,
2.7,36.9,91.4,52664748,51.9,4.2,,,
2.5,70.7,145.7,49784574,28.2,6.17,,,
1.2,52.1,125.5,49504222,11.5,6.67,,,
0.6,17.7,77.2,29342170,4.2,5.06,,,
6.4,28.4,43.4,30002416,106.4,5.56,,,
11.7,24.9,159.1,29142438,188.3,4.22,,,
6.0,19.2,89.3,29482396,107.7,4.4,,,
6.1,31.0,83.4,30542362,93.1,4.16,,,
1.0,9.3,55.4,32262300,17.9,7.91,,,
4.4,11.5,72.8,28802368,47.8,4.62,,,
5.2,20.8,65.4,29002376,76.0,4.34,,,
5.7,27.7,88.8,29202350,76.7,4.0,,,
3.7,10.2,132.3,29342404,53.2,4.93,,,
4.8,29.9,41.5,32182320,99.1,4.66,,,
4.3,26.0,176.5,28602366,57.6,4.18,,,
5.1,14.5,88.0,28962438,66.2,4.16,,,
8.9,26.6,136.1,27842394,104.7,4.83,,,
5.1,19.0,62.8,28642366,68.8,4.13,,,
5.1,9.2,100.2,32522262,65.2,7.06,,,
7.3,24.2,55.2,28382290,85.4,4.98,,,
7.0,115.0,109.8,28602334,110.9,5.02,,,
2.4,21.2,41.9,28402378,29.8,4.9,,,
2.9,37.0,50.3,28242420,29.6,5.17,,,
5.6,16.6,106.9,27842416,70.2,4.16,,,
7.2,20.8,376.4,28482386,107.8,4.65,,,
9.6,19.6,61.9,28222378,132.6,5.32,,,
9.3,26.9,146.9,28082404,128.1,3.93,,,
9.5,31.3,106.1,28442408,106.6,4.9,,,
6.0,28.3,65.6,28742394,102.6,3.92,,,
7.8,20.9,118.1,28562440,93.5,4.77,,,
6.7,25.9,145.9,29942392,56.4,5.46,,,
5.8,16.1,98.4,31882352,103.1,4.03,,,
2.7,34.9,54.4,31842348,30.3,6.92,,,
5.8,6.7,139.6,31802344,62.9,5.91,,,
8.3,10.3,182.9,31822338,95.3,6.14,,,
5.9,17.4,106.3,31982326,79.4,4.28,,,
1.7,37.1,219.6,31022194,12.3,8.0,,,
5.1,19.6,290.0,32042344,50.2,7.16,,,
2.3,4.7,118.8,31542354,22.4,5.23,,,
4.4,33.0,164.4,32062352,37.9,4.92,,,
7.1,49.7,115.3,30002398,75.8,5.04,,,
5.0,16.0,202.2,30622388,54.0,6.16,,,
1.1,103.5,139.5,30922176,8.9,7.72,,,
0.6,27.6,80.3,30902164,4.5,8.17,,,
6.6,105.1,162.6,32022340,68.4,5.23,,,
4.8,9.4,249.6,31122366,47.4,4.17,,,
2.1,19.6,85.5,32202340,16.6,4.99,,,
9.7,30.1,201.2,32122350,142.6,6.84,,,
4.6,78.7,258.1,32202352,49.8,5.37,,,
4.1,12.9,69.2,32362346,57.5,3.97,,,
2.9,5.3,148.5,31422336,37.6,5.37,,,
16.9,37.3,393.8,31422360,198.8,5.86,,,
6.3,24.9,112.7,31882358,72.3,4.36,,,
4.1,17.0,153.2,30922374,39.9,5.6,,,
1.4,7.7,29.2,31522358,13.9,7.18,,,
11.2,27.0,106.4,31122376,209.7,4.6,,,
2.2,6.1,111.3,30882378,30.1,4.75,,,
2.7,7.7,71.3,32462348,32.8,4.69,,,
4.4,9.7,152.8,31462364,38.8,5.36,,,
1.1,13.2,203.4,30782198,8.1,7.8,,,
3.9,27.6,371.0,30942376,39.1,5.76,,,
1.4,24.5,343.2,30782174,9.7,7.37,,,
1.1,6.3,208.3,30762208,7.3,8.22,,,
0.8,17.8,111.8,30642164,5.6,6.99,,,
0.3,21.6,57.5,30602162,2.1,5.58,,,
0.7,18.5,129.8,30562158,4.6,6.4,,,
1.2,25.4,225.5,30522156,10.2,5.85,,,
1.4,46.5,272.4,30522162,7.0,6.85,,,
0.7,16.8,236.9,30722152,6.6,8.12,,,
0.6,28.3,102.7,30762172,3.7,5.77,,,
0.4,13.4,81.8,30742152,2.7,6.97,,,
0.9,31.0,285.7,30802172,6.5,6.94,,,
0.5,7.1,170.2,31042182,2.6,8.52,,,
2.1,23.4,258.3,31062184,16.1,7.87,,,
1.9,60.3,678.4,31042188,12.2,7.97,,,
1.5,22.5,415.2,30942186,12.6,7.99,,,
0.5,21.9,70.2,30542164,4.7,5.79,,,
0.7,35.1,161.6,30622150,5.4,7.09,,,
4.5,9.5,115.6,31662352,51.1,4.61,,,
0.7,10.4,86.6,30522198,4.6,7.46,,,
0.9,37.9,153.1,30902160,6.4,7.81,,,
0.4,7.1,104.8,30862152,2.7,8.12,,,
0.6,28.4,229.3,30842162,3.9,7.73,,,
0.5,7.1,132.1,30402136,1.8,8.26,,,
0.6,21.4,295.2,30742162,4.9,7.93,,,
0.3,15.0,83.0,30562152,2.5,6.22,,,
1.2,27.4,222.3,30742198,10.3,7.7,,,
0.6,34.6,84.2,30482208,3.5,4.97,,,
0.5,22.2,73.4,30502206,2.8,4.8,,,
0.7,14.3,118.6,30522202,5.1,7.29,,,
1.8,25.3,161.8,30662204,12.8,7.41,,,
0.8,36.3,425.7,30682206,4.9,8.19,,,
0.6,10.7,104.1,30802150,4.3,7.18,,,
0.4,9.0,125.0,30422138,2.8,8.09,,,
3.5,13.7,498.0,32162314,31.9,7.69,,,
7.4,26.8,141.1,29362376,78.8,4.68,,,
9.4,91.4,439.0,32302314,96.4,7.19,,,
2.5,8.8,55.9,32302308,27.8,6.27,,,
4.6,19.2,122.2,32282302,56.3,7.25,,,
1.4,16.7,120.6,32242304,11.7,7.91,,,
1.5,16.9,120.5,32162304,12.8,7.64,,,
3.6,74.7,76.4,32242312,37.8,5.92,,,
3.4,11.0,135.2,32202322,42.2,5.1,,,
1.0,15.8,76.2,32322306,7.7,7.89,,,
4.0,12.8,275.4,32102316,49.4,7.32,,,
4.2,10.0,227.7,32042314,50.3,7.42,,,
3.3,9.9,53.7,30382396,68.9,4.58,,,
5.3,10.2,93.9,30002386,92.3,7.3,,,
5.7,14.9,103.8,29422368,103.3,4.96,,,
3.7,33.0,149.8,32162358,34.0,5.43,,,
1.2,12.7,177.4,32222306,11.1,7.94,,,
4.8,17.6,117.2,32282330,61.7,4.7,,,
3.9,70.2,80.8,32422330,34.3,5.22,,,
2.9,9.6,76.4,32402332,25.8,5.41,,,
3.0,25.3,227.7,32262314,35.2,6.23,,,
5.5,13.0,61.0,32202330,69.7,6.73,,,
3.2,24.2,289.8,31922312,29.8,7.32,,,
11.4,84.1,511.1,32502318,141.8,6.99,,,
8.8,53.8,622.3,32402318,93.9,7.35,,,
5.7,37.3,237.3,32402314,52.2,6.82,,,
4.7,33.5,159.7,32382312,59.1,6.15,,,
4.5,32.1,214.7,32402300,103.5,7.44,,,
1.6,37.6,251.1,32342304,39.2,7.63,,,
5.4,105.0,388.7,32402336,54.1,4.53,,,
7.5,21.5,136.6,30762358,104.7,6.45,,,
3.8,8.1,53.6,29422386,54.4,4.7,,,
7.4,122.5,277.1,30022410,76.4,4.61,,,
3.9,33.9,97.2,29482428,63.5,4.28,,,
2.3,34.6,86.2,29562426,18.5,5.4,,,
3.9,6.4,71.6,31182380,42.2,5.5,,,
3.1,7.5,114.0,30482410,56.4,4.12,,,
3.8,26.5,75.2,30782390,31.9,5.5,,,
5.1,22.8,83.8,30702390,44.9,5.29,,,
2.7,11.3,148.9,32342344,42.4,4.25,,,
2.0,8.2,78.7,32382340,20.5,4.85,,,
6.2,16.6,135.8,30542376,78.5,4.26,,,
4.8,61.9,221.4,30802376,43.2,7.05,,,
3.5,36.1,85.1,31682350,24.4,6.26,,,
1.2,12.4,356.4,31042196,12.2,8.08,,,
4.6,24.6,173.2,30282408,47.8,7.09,,,
6.0,18.5,198.4,31782310,55.8,5.22,,,
3.7,11.3,102.7,31802326,48.1,4.19,,,
14.1,109.4,264.6,29502412,229.4,4.4,,,
4.1,8.1,55.1,29402410,55.6,4.73,,,
3.2,34.8,157.3,29442364,38.5,5.1,,,
3.7,65.1,66.4,30202396,31.2,6.57,,,
5.1,24.3,107.7,29462422,65.2,4.69,,,
7.1,26.6,245.4,30642354,81.0,5.83,,,
2.7,14.2,93.6,30482384,28.0,4.2,,,
6.0,96.3,172.9,30442402,66.1,4.58,,,
3.1,83.1,116.5,30442384,29.3,6.54,,,
3.8,12.9,72.2,30542404,36.2,5.32,,,
5.8,9.2,143.4,30702378,56.6,6.67,,,
6.1,11.5,162.4,30662388,56.8,6.6,,,
3.4,9.1,42.7,30282398,46.3,6.99,,,
9.9,43.7,549.2,31922270,91.4,7.11,,,
1.4,11.3,175.2,31862228,14.8,7.8,,,
1.4,117.6,230.1,31902228,13.3,7.93,,,
2.3,4.8,38.8,31982236,44.4,7.79,,,
1.1,29.2,202.6,31882226,10.0,7.98,,,
1.5,20.1,179.6,31002188,12.7,7.97,,,
1.8,24.6,420.6,32002252,15.6,8.01,,,
1.1,9.9,179.8,30662226,7.7,7.97,,,
1.8,37.7,334.8,32202258,17.3,7.84,,,
1.0,16.5,185.6,32282262,7.0,8.1,,,
1.7,19.9,340.2,32102252,13.9,7.94,,,
1.8,18.4,424.4,32062244,19.0,7.96,,,
2.9,40.2,282.5,32102244,25.2,7.59,,,
1.9,38.6,155.6,32282240,15.5,7.2,,,
1.8,22.3,558.5,32002248,16.0,7.78,,,
0.8,18.9,105.4,30462224,5.3,7.24,,,
1.0,12.3,44.8,30342234,11.8,7.74,,,
0.7,15.0,172.4,30502242,4.7,8.11,,,
0.6,10.3,130.3,30442240,4.1,5.55,,,
0.7,8.2,86.9,30582240,3.6,7.53,,,
1.7,17.8,326.3,30642236,10.6,8.14,,,
1.0,18.7,217.6,30362232,7.3,6.92,,,
1.1,16.7,66.6,30602224,9.0,6.62,,,
1.5,12.0,171.9,30402232,10.8,7.55,,,
1.2,4.6,157.7,30582226,8.0,7.34,,,
1.0,8.7,166.2,30562224,7.3,8.04,,,
1.0,10.9,197.4,30462228,10.1,7.35,,,
1.2,4.3,196.0,30522228,9.2,8.09,,,
0.7,5.4,111.0,30642228,4.3,8.29,,,
3.9,34.8,463.3,30382238,50.0,6.6,,,
1.5,47.3,168.7,31882262,8.4,8.03,,,
2.4,73.1,485.7,32142238,20.0,7.71,,,
0.7,19.3,164.6,31782238,7.1,8.01,,,
2.4,50.7,219.3,31702240,28.0,7.97,,,
1.1,18.8,91.6,31662244,11.5,8.16,,,
1.3,26.5,193.5,31542236,8.8,8.07,,,
1.5,35.7,430.7,31542242,13.7,7.92,,,
2.0,72.1,306.7,31862242,16.9,7.6,,,
2.0,24.0,223.9,31782252,19.3,7.9,,,
1.3,57.7,193.8,31882240,11.8,8.05,,,
2.1,30.2,371.2,31882258,27.9,7.92,,,
1.8,14.3,157.9,31902260,18.6,7.97,,,
1.6,20.1,228.9,31862260,12.4,7.93,,,
1.3,33.0,210.1,31662250,9.9,7.78,,,
1.6,43.8,423.5,31922258,15.8,7.96,,,
2.6,7.1,108.1,31782306,31.5,6.77,,,
0.8,30.0,110.0,30282228,6.9,6.03,,,
2.5,8.8,339.8,32022304,35.2,7.47,,,
1.5,69.7,189.8,32182266,16.6,7.74,,,
3.6,6.1,155.8,32002234,56.3,7.1,,,
2.2,37.4,227.2,31782246,21.3,7.85,,,
2.8,22.9,61.2,31902308,40.4,4.99,,,
1.1,5.6,33.8,32302286,15.9,6.04,,,
1.3,12.3,113.5,31742294,12.6,7.82,,,
1.9,5.7,77.2,31882294,30.0,6.12,,,
1.7,10.4,205.8,32222272,14.7,8.03,,,
1.8,33.7,326.5,32302268,17.9,7.92,,,
1.3,24.0,102.6,31902242,11.1,7.65,,,
3.8,9.0,266.5,31922280,62.0,6.4,,,
0.6,23.3,148.0,30242206,4.6,6.39,,,
2.0,42.9,372.9,30782188,12.9,7.63,,,
1.9,58.5,632.5,31062202,22.9,7.88,,,
0.9,20.6,215.4,31002206,7.6,7.85,,,
0.9,12.3,215.2,31002200,8.2,7.45,,,
1.4,20.8,290.1,30662190,5.6,8.05,,,
1.0,23.9,271.6,30902196,8.3,7.58,,,
1.1,33.1,304.5,30622190,10.2,8.04,,,
1.7,21.6,220.0,30822182,16.4,7.97,,,
1.2,15.6,388.5,30442186,9.2,8.06,,,
1.4,26.1,441.8,30422198,10.9,7.76,,,
1.5,55.8,331.6,30502200,18.2,7.86,,,
1.0,10.9,150.4,30462200,7.6,5.62,,,
1.6,5.7,210.5,30302248,15.8,6.58,,,
0.8,37.8,248.7,30602198,5.1,8.12,,,
1.1,37.4,150.1,30602170,8.4,7.64,,,
1.5,23.6,234.2,30862182,12.7,7.89,,,
1.2,17.2,317.1,30622186,4.6,7.88,,,
1.5,33.4,392.7,30742184,12.4,7.76,,,
0.8,7.6,139.9,30602206,4.9,7.63,,,
1.0,14.2,94.2,30662208,6.6,7.49,,,
0.9,5.9,96.1,30542196,5.7,7.73,,,
1.2,15.4,348.1,30502188,7.9,7.94,,,
0.7,9.3,85.2,30302208,4.7,5.44,,,
0.9,13.2,238.0,30662168,5.7,8.07,,,
0.7,8.7,161.2,30502182,4.5,7.1,,,
1.3,58.9,443.9,30542182,9.3,7.99,,,
1.1,31.0,178.9,30562184,9.0,8.26,,,
1.1,14.1,213.9,30562176,7.5,7.97,,,
1.9,38.6,224.8,30702180,13.2,7.86,,,
0.9,12.1,185.9,30562194,4.8,8.11,,,
1.3,28.5,161.5,30782234,6.2,8.04,,,
1.0,11.1,288.1,30402208,6.4,7.97,,,
1.1,12.1,207.0,30842226,4.5,8.08,,,
1.2,10.7,159.8,30842234,7.3,8.14,,,
1.6,6.8,263.2,30502218,10.3,8.06,,,
0.7,10.9,65.2,30562216,4.2,7.45,,,
1.3,9.3,113.6,30542218,8.1,7.08,,,
0.6,6.2,75.9,30802214,1.4,8.22,,,
1.6,31.0,372.9,30742224,11.1,7.98,,,
1.1,15.4,239.6,30842216,6.2,8.12,,,
1.2,5.7,185.9,30802240,6.8,8.0,,,
1.2,6.8,136.1,30742242,8.9,7.99,,,
0.9,7.1,138.8,30422224,4.7,8.04,,,
0.9,5.9,88.4,30382224,5.8,7.83,,,
0.7,5.6,76.3,30362218,4.6,8.04,,,
1.1,21.4,130.1,30622214,7.3,7.23,,,
1.5,16.2,341.9,30782210,11.2,7.83,,,
0.8,6.5,147.3,30322206,5.3,6.04,,,
0.9,8.8,242.6,30322196,7.1,7.44,,,
1.3,5.0,526.6,30402186,10.7,7.77,,,
1.2,6.6,257.8,30362188,8.5,8.07,,,
0.9,4.6,131.6,30342192,4.5,7.92,,,
1.1,18.9,223.3,30362206,8.2,7.99,,,
1.0,10.4,115.7,30782218,6.0,7.53,,,
0.6,30.8,138.2,30242218,3.8,5.07,,,
0.7,15.3,71.9,30302240,4.7,5.47,,,
1.6,13.5,355.3,30822210,9.9,8.0,,,
0.9,10.4,183.6,30842212,4.9,8.14,,,
1.4,37.0,405.7,30922224,10.0,7.64,,,
1.1,26.6,205.2,30962228,7.1,7.89,,,
1.1,9.0,182.3,30902236,5.1,8.08,,,
1.3,16.8,189.7,30842222,8.2,7.89,,,
0.9,21.8,162.4,30402214,7.4,7.14,,,
1.0,10.4,180.7,31562258,5.4,8.07,,,
1.2,47.2,221.2,31862206,13.8,8.04,,,
1.5,20.1,329.9,31162208,21.1,8.15,,,
1.3,31.0,220.5,31322218,11.4,8.19,,,
2.4,34.8,237.1,31262196,24.7,7.93,,,
2.0,27.4,560.1,31282198,23.7,7.78,,,
0.8,18.3,187.1,31942200,19.8,8.13,,,
1.0,9.9,182.4,31822180,13.1,8.01,,,
2.0,39.8,323.0,31962184,10.4,7.97,,,
1.2,29.3,332.0,31322182,4.8,8.1,,,
0.5,46.3,120.2,31982206,3.8,6.46,,,
0.7,41.2,123.2,31962210,6.1,6.03,,,
0.9,22.4,153.5,31862210,8.8,8.13,,,
0.6,10.4,92.9,31842214,7.7,8.11,,,
1.9,23.6,344.4,31662172,21.0,7.97,,,
0.6,29.9,99.9,31702172,4.6,7.9,,,
0.6,11.4,121.7,31982200,30.9,8.52,,,
2.0,18.3,401.7,31202186,28.1,7.96,,,
0.7,17.4,162.1,31862170,4.2,7.93,,,
1.9,12.9,305.6,31302190,17.1,7.81,,,
0.8,9.7,190.7,31842178,5.9,7.87,,,
1.9,23.6,217.9,31922180,15.3,7.91,,,
0.9,18.4,107.9,31942178,11.0,7.99,,,
1.4,16.8,301.3,32002180,11.5,7.8,,,
2.0,43.0,310.0,31162204,17.1,7.76,,,
1.2,29.2,258.0,31182188,9.9,8.15,,,
1.2,16.4,175.6,31102202,14.6,8.01,,,
1.7,42.3,266.1,31202190,18.2,7.99,,,
1.0,44.7,336.6,31102176,8.5,8.1,,,
1.4,25.1,156.9,31362174,12.6,8.1,,,
1.4,38.7,266.8,31342178,14.5,7.92,,,
1.2,30.9,395.7,31282184,11.6,7.94,,,
1.8,29.8,444.1,31222178,9.2,7.91,,,
1.3,18.3,355.7,31122190,8.9,8.02,,,
2.3,40.9,340.1,31622200,24.0,7.89,,,
1.0,15.2,107.9,31402214,10.1,8.04,,,
1.1,13.4,258.8,31442214,15.6,8.01,,,
1.8,12.0,323.9,31462212,11.1,7.95,,,
2.3,19.1,217.6,31522214,24.1,7.92,,,
2.6,40.8,388.8,31622196,30.2,7.61,,,
1.2,8.3,219.4,31422198,15.6,8.1,,,
2.7,23.2,267.6,31602202,35.2,7.84,,,
1.8,39.0,477.8,31382208,19.1,8.14,,,
1.6,18.2,259.1,31622206,15.9,7.87,,,
1.6,20.4,242.1,31462184,7.4,7.94,,,
1.6,28.0,366.9,31462188,20.1,7.73,,,
1.9,13.3,433.2,31602180,23.0,7.85,,,
1.6,28.2,184.8,31522178,16.6,7.92,,,
1.7,47.5,296.1,32961808,18.8,7.8,,,
2.6,19.7,120.6,31682200,28.4,7.85,,,
1.2,38.6,437.9,31462170,16.5,8.05,,,
1.8,75.6,266.7,31562158,6.9,8.12,,,
1.7,8.6,304.1,31002228,13.8,7.97,,,
1.7,7.7,119.7,31082236,13.8,8.09,,,
1.7,16.4,221.0,31082232,12.6,7.97,,,
1.5,28.6,101.7,31482178,26.4,8.01,,,
1.3,22.0,146.0,31442196,26.6,8.0,,,
1.1,11.6,293.0,31102220,6.6,8.24,,,
1.4,12.3,329.7,30982154,4.2,8.04,,,
1.5,20.7,455.5,31302196,16.2,8.0,,,
1.2,10.5,244.4,31282212,7.4,7.98,,,
1.6,29.5,176.5,31302214,15.7,7.96,,,
1.7,15.3,498.5,31322216,17.1,8.02,,,
2.1,42.4,287.7,31362210,17.4,7.72,,,
0.6,7.2,104.7,30781994,4.9,7.61,,,
0.7,11.2,214.1,31242022,5.7,6.55,,,
0.5,6.4,86.1,30321990,3.7,6.5,,,
0.6,12.6,130.7,30702000,4.6,5.71,,,
0.6,8.0,116.0,30722002,4.2,6.28,,,
0.5,44.9,213.9,30802006,2.2,5.22,,,
0.5,48.6,123.4,30621992,3.7,5.18,,,
0.7,6.4,154.2,30801988,5.6,8.22,,,
0.8,10.4,92.4,30561996,6.8,6.3,,,
0.9,10.2,94.2,31341974,5.3,8.23,,,
1.1,22.9,203.3,30901990,8.2,6.9,,,
0.5,5.5,130.1,31282014,3.7,6.33,,,
1.3,25.6,154.5,31282032,12.8,6.97,,,
1.9,99.7,200.3,31302034,17.1,6.95,,,
0.8,37.9,75.4,29862118,5.8,4.46,,,
0.5,8.6,119.4,30122154,4.1,5.78,,,
0.9,8.0,75.0,30102152,6.7,5.15,,,
1.0,21.1,90.7,29602142,8.3,5.32,,,
1.5,39.7,36.3,29702138,14.2,4.87,,,
4.8,12.8,224.4,29842122,46.0,6.28,,,
0.8,32.2,119.4,29922134,5.8,6.78,,,
2.8,13.3,312.4,29702110,26.4,5.85,,,
2.4,17.0,146.3,32462024,21.5,7.69,,,
0.5,15.1,71.2,30401992,3.3,5.49,,,
1.6,50.1,483.3,30421994,12.0,7.73,,,
0.7,15.2,97.4,30381996,4.9,4.65,,,
0.6,5.5,77.1,30441998,5.6,5.55,,,
0.4,12.8,16.9,30462008,3.0,6.5,,,
0.8,7.7,36.0,30442006,7.0,5.68,,,
